"State","Credentials","Specialty","Opioid.Prescriber"
"OH","M.D.","Family Practice",1
"PA","MD","Family Practice",0
"WA","M.D.","Gastroenterology",0
"OH","M.D.","Orthopedic Surgery",1
"CA","D.D.S.","Dentist",0
"MT","DO","Family Practice",1
"SC","MD","Family Practice",1
"WI","M.D","Gastroenterology",0
"CT","DMD","Dentist",0
"KY","ARNP","Certified Clinical Nurse Specialist",0
"PA","DO","Family Practice",1
"PA","M.D.","General Surgery",1
"NY","P.A.","Physician Assistant",0
"OR","ARNP, DNP","Nurse Practitioner",1
"MA","MD","Family Practice",1
"WA","MD","Ophthalmology",0
"SC","MD","General Surgery",1
"VA","D.D.S.","Dentist",1
"MI","MD","Internal Medicine",1
"MI","P.A.","Physician Assistant",0
"IL","M.D","Internal Medicine",1
"MD","MD","Family Practice",0
"CA","M.D.","Psychiatry",0
"AZ","M.D.","Infectious Disease",0
"GA","MD","Nephrology",0
"OH","M.D.","Student in an Organized Health Care Education/Training Program",1
"NE","O.D.","Optometry",0
"PA","M.D.","Thoracic Surgery",1
"WA","M.D.","Internal Medicine",0
"NV","MD","Psychiatry",0
"TN","M.D.","Rheumatology",1
"KY","M.D.","Otolaryngology",0
"TX","DPM","Podiatry",1
"PA","D.D.S.","Dentist",0
"KY","M.D.","Pediatric Medicine",0
"FL","MD","Psychiatry",0
"VA","M.D.","Internal Medicine",1
"NC","M.D","Family Practice",1
"MT","PHARM.D.","Pharmacist",0
"NY","MD","Orthopedic Surgery",1
"NY","MD","Internal Medicine",1
"TN","ANP","Nurse Practitioner",1
"TX","MD","Emergency Medicine",1
"PA","M.D.","Psychiatry",0
"MA","MSN ANP","Nurse Practitioner",0
"NV","FNP - C","Nurse Practitioner",1
"MA","MD","Internal Medicine",0
"OH","DNP,PMHCNS-BC","Certified Clinical Nurse Specialist",0
"CA","M.D.","Cardiology",0
"CA","O.D.","Optometry",0
"HI","M.D.","General Surgery",1
"VA","M.D.","Internal Medicine",1
"IL","MD","Obstetrics/Gynecology",0
"CO","PA-C","Physician Assistant",0
"OH","DDS","Dentist",0
"NY","DDS","Dentist",0
"CA","M.D.","Family Practice",0
"NY","MD","Obstetrics/Gynecology",0
"NC","DMD","Dentist",1
"AL","M.D.","Pulmonary Disease",1
"FL","M.D.","Orthopedic Surgery",1
"CA","MD","Psychiatry",0
"CA","MD","General Practice",1
"OH","D.D.S.","Dentist",1
"NY","D.D.S., PH.D.","Dentist",0
"MI","MD","General Surgery",1
"OK","PA-C","Physician Assistant",1
"ND","MD","Family Practice",1
"CA","MD","Family Practice",0
"NC","M.D.","Geriatric Medicine",1
"IL","N.P.","Nurse Practitioner",1
"MA","MD","Internal Medicine",1
"MN","MD","Emergency Medicine",1
"TX","NP","Nurse Practitioner",0
"CO","PA","Physician Assistant",1
"KY","MD","Orthopedic Surgery",1
"IL","MD","Internal Medicine",0
"MT","M.D.","Family Practice",0
"CO","D.D.S.","Dentist",1
"FL","ARNP","Nurse Practitioner",0
"PR","MD","Family Practice",1
"IL","MD","Emergency Medicine",1
"WI","MD","Family Practice",1
"MI","DO","Family Practice",1
"TX","M.D.","Urology",1
"FL","M.D.","Nephrology",1
"LA","M.D.","Internal Medicine",0
"CA","MD","Internal Medicine",0
"NY","PA-C","Physician Assistant",1
"WI","MD","Orthopedic Surgery",1
"OH","MD","Family Practice",1
"CA","","Physician Assistant",0
"NV","M.D","Cardiology",0
"IA","ARNP","Nurse Practitioner",1
"WV","DO","Student in an Organized Health Care Education/Training Program",0
"PA","PHYSICIAN ASSISTANT","Physician Assistant",0
"CT","PA","Physician Assistant",1
"FL","MD","Internal Medicine",1
"KY","MD, MBA","Psychiatry",0
"PA","PA-C","Physician Assistant",1
"MI","MD","Plastic and Reconstructive Surgery",1
"OK","M.D.","Internal Medicine",1
"CA","DPM","Podiatry",0
"MI","M.D.","Internal Medicine",1
"CA","M.D.","Psychiatry",0
"PA","M.D.","Internal Medicine",0
"OH","CNP","Nurse Practitioner",1
"OH","MD","Family Practice",1
"MD","","Physician Assistant",1
"IA","MPAS, PA-C","Physician Assistant",1
"OH","MD","Family Practice",1
"SC","MD","Diagnostic Radiology",0
"MD","M.D.","Hematology",1
"GA","P.A.","Physician Assistant",1
"NY","M.D.","Obstetrics/Gynecology",0
"ID","PA-C","Physician Assistant",0
"NY","M.D.","Internal Medicine",1
"NJ","M.D.","Geriatric Medicine",1
"MA","M.D.","Ophthalmology",0
"OH","M.D.","Internal Medicine",1
"TX","","Dentist",0
"NC","D.M.D.","Dentist",1
"NC","M.D.","Endocrinology",0
"WA","DO","Family Practice",1
"WA","MD","Family Practice",1
"IL","MD","Family Practice",0
"CA","GNP-BC","Nurse Practitioner",0
"NY","M.D.","Neurosurgery",1
"CO","MD","Internal Medicine",1
"VA","N.P.","Nurse Practitioner",1
"PA","MD","Family Practice",1
"IL","FNP-C","Nurse Practitioner",1
"LA","FNP","Nurse Practitioner",1
"IL","M.D.","Orthopedic Surgery",1
"TX","MD","Family Practice",1
"FL","MD","Anesthesiology",0
"AZ","N.D.","Naturopath",0
"GA","MD","Dermatology",0
"CA","MD","Ophthalmology",0
"WI","M.D.","Family Practice",1
"FL","D.M.D.","Dentist",0
"GA","M.D., M.B.A","Emergency Medicine",1
"NY","OD","Optometry",0
"KY","ARNP","Nurse Practitioner",0
"TX","M.D.","Orthopedic Surgery",1
"PR","M.D.","Internal Medicine",1
"OH","MD","Psychiatry",0
"FL","MD","Internal Medicine",1
"CA","MD","Gastroenterology",1
"OH","MD","Neurology",0
"NC","MD, MPH","Family Practice",1
"PA","M.D.","Internal Medicine",0
"CT","FNP","Nurse Practitioner",0
"AR","M.D.","Family Practice",1
"AL","MD","Physical Medicine and Rehabilitation",0
"ID","M.D.","Neurosurgery",1
"CA","M.D.","Emergency Medicine",1
"TX","M.D.","Internal Medicine",1
"IL","MD","Internal Medicine",1
"MA","M.D.","Family Practice",1
"NY","MD","Physical Medicine and Rehabilitation",1
"NY","MD","Psychiatry",0
"CA","D.O.","Orthopedic Surgery",1
"OH","M.D.","Internal Medicine",1
"IL","","Nurse Practitioner",0
"NC","MD","Family Practice",1
"NY","APRN","Nurse Practitioner",1
"WA","PA-C","Physician Assistant",1
"WI","M.D.","Interventional Pain Management",1
"NE","NP","Nurse Practitioner",1
"PA","D.O.","Family Practice",1
"NH","MD","Physical Medicine and Rehabilitation",0
"FL","MD","Family Practice",1
"UT","MD","Otolaryngology",1
"DC","MD","Internal Medicine",1
"KY","MD","Orthopedic Surgery",1
"IL","MD","Obstetrics/Gynecology",1
"MD","P.A.","Physician Assistant",1
"NJ","DMD","Dentist",1
"CA","MD","Family Practice",0
"NC","MD","Nephrology",0
"FL","MD","Plastic and Reconstructive Surgery",0
"DC","M.D.","Emergency Medicine",1
"IL","CNP","Nurse Practitioner",1
"MD","M.D.","Internal Medicine",1
"IL","A.P.N.","Nurse Practitioner",1
"ME","M.D.","Family Practice",1
"KS","MD","Internal Medicine",1
"IL","MD","Internal Medicine",1
"MA","MD, MBA","Internal Medicine",0
"CA","","Nurse Practitioner",0
"PA","DDS","Student in an Organized Health Care Education/Training Program",1
"TN","MD","Family Practice",1
"NY","","Optometry",0
"OK","M.D.","Student in an Organized Health Care Education/Training Program",1
"CA","FNP","Nurse Practitioner",0
"CA","MD","Internal Medicine",1
"PA","CRNP","Nurse Practitioner",1
"AZ","D.O.","Internal Medicine",1
"OH","DO","Emergency Medicine",1
"CA","M.D.","Pediatric Medicine",0
"PR","M.D.","Family Practice",1
"OH","M.D.","Ophthalmology",0
"FL","M.D.","Preventive Medicine",1
"NY","DDS","Dentist",0
"AL","M.D.","Otolaryngology",0
"PA","DO","Family Practice",1
"OH","D.O.","General Practice",0
"NJ","M.D.","Pulmonary Disease",0
"IN","RN,NP","Nurse Practitioner",1
"TX","M.D.","Interventional Pain Management",1
"OH","MD","Internal Medicine",1
"PA","M.D.","Dermatology",0
"NY","M.D.","Otolaryngology",0
"NY","M.D.","Emergency Medicine",0
"AL","MD","Internal Medicine",1
"AL","MD","Emergency Medicine",1
"IA","D.O.","Family Practice",1
"AZ","D.D.S.","Dentist",1
"SC","M.D.","Orthopedic Surgery",1
"MI","MD","Internal Medicine",1
"GA","M.D.","Family Practice",1
"WA","M.D.","Family Practice",1
"KS","PA","Physician Assistant",0
"TX","MD","Internal Medicine",1
"CA","M.D.","Diagnostic Radiology",0
"IN","DPM","Podiatry",1
"OH","DDS","Dentist",0
"MO","D.O.","Family Practice",1
"AZ","D.O.","Family Practice",1
"NY","MD","Nephrology",0
"NY","ANP","Nurse Practitioner",1
"TX","FNP","Nurse Practitioner",0
"FL","MHSA, PA-C","Physician Assistant",0
"TX","MD","Obstetrics/Gynecology",0
"FL","MD","Cardiology",0
"CA","M.D.","Orthopedic Surgery",1
"CA","D.D.S.","Dentist",0
"VA","DO","Pain Management",1
"TX","MD","Obstetrics/Gynecology",0
"FL","PA C","Physician Assistant",1
"WI","M.D.","Dermatology",0
"TX","M.D.","Family Practice",1
"OH","M.D.","Internal Medicine",0
"NJ","M.D.","Internal Medicine",1
"NY","M.D.","Internal Medicine",1
"TX","O.D.","Optometry",0
"PA","MD","Neurology",1
"GA","MD","Family Practice",1
"NY","NP","Nurse Practitioner",0
"TX","MD","Orthopedic Surgery",1
"FL","MD FACS","Psychiatry",1
"OH","M.D.","Psychiatry",0
"OH","NP-C","Nurse Practitioner",1
"PA","CRNP","Nurse Practitioner",1
"CO","MD","Nephrology",1
"NY","M.D.","Family Practice",1
"SC","MD","General Surgery",1
"IN","NP","Nurse Practitioner",1
"WA","M.D.","Family Practice",1
"NY","M.D.","Internal Medicine",1
"CA","MD","Osteopathic Manipulative Medicine",1
"AZ","M.D.","Family Practice",1
"FL","M.D.","Internal Medicine",1
"NY","MD","Internal Medicine",0
"AZ","PAC","Physician Assistant",1
"NJ","MD","Internal Medicine",1
"FL","PA-C","Physician Assistant",1
"TN","MD, MPH","General Surgery",0
"CA","M.D.","Emergency Medicine",1
"TX","M.D.","Psychiatry",0
"PA","M.D.","Infectious Disease",1
"FL","M.D.","Orthopedic Surgery",0
"HI","M.D.","Internal Medicine",1
"GA","M.D.","Internal Medicine",1
"OK","M.D.","Internal Medicine",1
"MD","MD","Physical Medicine and Rehabilitation",1
"NY","M.D.","General Surgery",1
"TN","DDS","Dentist",1
"FL","MD","Ophthalmology",0
"IL","D.D.S.","Dentist",0
"NY","MD","Hematology/Oncology",1
"NC","MD","Internal Medicine",1
"MA","APRN","Nurse Practitioner",1
"CA","M.D.","Thoracic Surgery",1
"LA","APRN, PHD, CNS","Certified Clinical Nurse Specialist",0
"WA","MD","Internal Medicine",1
"SC","M.D.","Vascular Surgery",1
"WI","D.D.S.","Oral Surgery (dentists only)",1
"NY","M.D.","Internal Medicine",0
"NY","NP","Nurse Practitioner",0
"NY","RPA-C","Physician Assistant",1
"KY","DMD","Dentist",1
"MA","APRN, BC","Certified Clinical Nurse Specialist",0
"FL","DO","Nephrology",0
"MA","PA","Physician Assistant",0
"OH","","Student in an Organized Health Care Education/Training Program",0
"CA","DDS","Dentist",0
"FL","ARNP","Nurse Practitioner",0
"WA","M.D.","Family Practice",1
"IL","M.D.","Ophthalmology",0
"PA","MD","Family Practice",0
"NY","D.D.S.","Dentist",0
"OH","MD","Gastroenterology",0
"MD","MD","Orthopedic Surgery",1
"OH","M.D.","General Surgery",1
"TN","M.D.","General Surgery",1
"SC","D.M.D., M.D.","Maxillofacial Surgery",1
"KS","M.D.","Internal Medicine",1
"MS","MD","Otolaryngology",1
"NC","PA-C","Physician Assistant",1
"MT","MD","Neurology",0
"CA","DDS","Dentist",1
"MN","","Family Practice",1
"TX","OD","Optometry",0
"GA","PA-C","Physician Assistant",0
"MI","M.D.","Internal Medicine",0
"MO","F.N.P","Nurse Practitioner",1
"CA","M.D","Internal Medicine",1
"GA","M.D.","General Surgery",1
"IN","M.D.","Medical Oncology",1
"KY","M.D.","Ophthalmology",0
"NC","MD","Emergency Medicine",1
"IA","MD","Ophthalmology",0
"MO","","Internal Medicine",1
"VA","DO","Emergency Medicine",1
"OH","M.D.","Internal Medicine",1
"PR","M.D","General Surgery",1
"NY","DPM, FACFS","Podiatry",0
"LA","M.D.","Family Practice",1
"TX","M.D.","Internal Medicine",1
"PA","MD","Family Practice",0
"MA","NP","Nurse Practitioner",1
"NY","MD","Family Practice",1
"OR","MD","Family Practice",1
"PR","M.D.","General Practice",0
"NJ","MD","Nephrology",1
"UT","MD","Orthopedic Surgery",1
"MA","M.D.","Pediatric Medicine",1
"ID","NP","Nurse Practitioner",1
"TX","M.D.","Ophthalmology",0
"OH","GNP-BC","Nurse Practitioner",1
"NJ","M.D.","Physical Medicine and Rehabilitation",1
"MI","MD","Internal Medicine",0
"MI","MD","Gastroenterology",0
"MO","M.D.","Internal Medicine",1
"IA","M.D.","Neurology",0
"MO","M.D. FCCP","Pulmonary Disease",0
"IN","MD","Internal Medicine",0
"MI","M.D.","Dermatology",0
"SC","PA-C","Physician Assistant",1
"CA","D.P.M.","Podiatry",1
"SC","O.D.","Optometry",0
"FL","MD","Neurosurgery",1
"WA","ARNP","Nurse Practitioner",0
"KY","MD","Urology",1
"PR","M.D.","Emergency Medicine",0
"WA","MD","Internal Medicine",1
"SC","MD","Internal Medicine",1
"CA","M.D.","General Surgery",1
"TX","M.P.A.S., P.A.C., LP","Physician Assistant",1
"CA","P.A.-C","Physician Assistant",1
"NY","D.O.","Family Practice",1
"LA","M.D.","Orthopedic Surgery",1
"CT","D.D.S., M.S.","Dentist",0
"FL","MD","Neurology",1
"OH","D.O.,","Emergency Medicine",1
"OH","MD","Emergency Medicine",1
"AR","MD","Diagnostic Radiology",0
"FL","ARNP","Nurse Practitioner",1
"CA","M.D.","Nephrology",0
"AZ","DNP","Nurse Practitioner",0
"IL","M.D.","Orthopedic Surgery",1
"CO","PA-C","Physician Assistant",1
"OH","M.D.","Orthopedic Surgery",1
"CA","MD","Family Practice",1
"AZ","D.D.S.","Oral Surgery (dentists only)",1
"IN","MD","Emergency Medicine",1
"OR","DO","Family Practice",1
"PA","MD","Family Practice",1
"TX","M.D","Family Practice",1
"MA","M.D.","Internal Medicine",1
"OH","MD","Orthopedic Surgery",1
"VA","M.D.","Neurology",1
"IA","D.O.","Family Practice",0
"MO","ANP","Nurse Practitioner",0
"WA","M.D.","Anesthesiology",1
"FL","M.D.","Ophthalmology",1
"UT","M.D.","Urology",1
"SD","MD","Gynecological/Oncology",1
"TN","MD","Ophthalmology",0
"FL","M.D.","Obstetrics/Gynecology",0
"OH","DDS","Dentist",0
"ME","D.O.","General Practice",1
"OK","PA","Physician Assistant",1
"OR","M.D.","Gastroenterology",0
"CA","MD","Pediatric Medicine",0
"NC","FNP","Nurse Practitioner",1
"AL","M.D.","Internal Medicine",1
"MD","DDS","Dentist",1
"IN","MD","Neurology",1
"CT","MD, PHD","Student in an Organized Health Care Education/Training Program",0
"WA","M.D.","Emergency Medicine",1
"KY","M.D.","Cardiology",0
"CA","D.D.S","Dentist",1
"OR","MD","Family Practice",1
"NC","M.D.","Emergency Medicine",1
"SC","M.D.","Emergency Medicine",1
"NJ","MD","Cardiology",0
"WA","OD","Optometry",0
"TX","RN,CFNP","Nurse Practitioner",0
"IN","MD","Family Practice",1
"MN","M.D.","Hand Surgery",1
"CA","MD","Dermatology",0
"IN","DDS","Dentist",0
"CA","M.D.","Urology",0
"GA","D.O.","Internal Medicine",1
"NY","M.D.","Gastroenterology",0
"NY","M.D.","Ophthalmology",0
"TX","M.D.","Student in an Organized Health Care Education/Training Program",1
"GA","M.D.","Obstetrics/Gynecology",0
"MD","M.D.","Internal Medicine",1
"FL","M.D.","Internal Medicine",1
"PA","PA-C","Physician Assistant",1
"TN","APRN","Nurse Practitioner",1
"IA","M.D., PHARMD.","Anesthesiology",0
"OR","MD","Urology",1
"CA","PA-C","Physician Assistant",1
"ME","MD","Family Practice",0
"OR","PAC","Physician Assistant",1
"MI","M.D.","Cardiology",1
"TX","D.O","Psychiatry",0
"NM","APN","Nurse Practitioner",1
"FL","MD","Otolaryngology",0
"CA","MD","Surgical Oncology",1
"FL","M.D","General Practice",1
"VA","MD","Hospice and Palliative Care",1
"TX","FNP-C","Nurse Practitioner",1
"LA","MD","Obstetrics/Gynecology",0
"VA","PA-C","Physician Assistant",1
"MO","D.O","Internal Medicine",1
"PR","M.D.","General Practice",1
"DE","M.D.","Cardiology",0
"OR","MD","Emergency Medicine",1
"NE","P.A.","Physician Assistant",1
"MN","","Internal Medicine",0
"AZ","D.M.D","Dentist",1
"OH","MD","Anesthesiology",0
"AZ","PA","Physician Assistant",1
"FL","MD, PHD","Family Practice",1
"AL","M.D.","Family Practice",1
"CA","MD","Nephrology",0
"CA","MD","Plastic and Reconstructive Surgery",1
"OH","D.O.","Family Practice",1
"CA","M.D.","Dermatology",1
"PA","DO","Family Practice",1
"MD","DPM","Podiatry",1
"PA","DO","Internal Medicine",1
"NY","MD","Family Practice",1
"MD","MD","Internal Medicine",1
"CA","NP,  APRN BC","Nurse Practitioner",1
"FL","M.D.","Urology",1
"NC","M.D.","Emergency Medicine",1
"CT","MD","Diagnostic Radiology",0
"TN","FNP","Nurse Practitioner",1
"TN","MD","Internal Medicine",0
"MO","MD","Emergency Medicine",0
"OH","MD","Internal Medicine",1
"IN","MD","Emergency Medicine",1
"AZ","FNP-C","Nurse Practitioner",0
"AZ","MD","Family Practice",1
"IL","M.D.","Nephrology",1
"AZ","D.M.D.","Dentist",0
"MD","M.D., P.A.","Internal Medicine",1
"NY","MD","Psychiatry & Neurology",0
"MA","D.M.D","Dentist",1
"CA","MD., PH.D.","Obstetrics/Gynecology",0
"CA","DDS","Dentist",0
"CA","M.D.","Family Practice",1
"NY","ANP","Nurse Practitioner",0
"NY","NURSE PRACTITIONER","Nurse Practitioner",1
"TX","D.D.S.","Maxillofacial Surgery",0
"AZ","DO","Internal Medicine",1
"MI","M.D.","Student in an Organized Health Care Education/Training Program",1
"NY","M.D.","Obstetrics/Gynecology",0
"CT","NP","Nurse Practitioner",1
"PA","PA-C","Physician Assistant",1
"ND","","Nephrology",1
"KY","OD","Optometry",0
"CA","MD","Gastroenterology",1
"CA","D.O.","Family Practice",1
"MO","M.D.","Internal Medicine",1
"AZ","","Internal Medicine",0
"IL","DMD","Dentist",0
"WV","O.D.","Optometry",0
"TN","MD","Family Practice",1
"TX","M.D.","Urology",1
"IN","FNP","Family Practice",1
"TX","O.D.","Optometry",0
"UT","PA-C","Physician Assistant",1
"CT","PA","Physician Assistant",1
"TN","M.D.","Internal Medicine",1
"NJ","DDS,MD","Oral Surgery (dentists only)",1
"CO","PA","Physician Assistant",1
"NC","DDS","Dentist",1
"WA","M.D., MPH","Infectious Disease",0
"PA","MD","Neurology",0
"CA","M.D.","Psychiatry & Neurology",0
"PA","M.D.","Pulmonary Disease",0
"FL","PA","Physician Assistant",1
"VA","M.D.","Emergency Medicine",0
"PA","D.D.S","Dentist",0
"NY","MD","Family Practice",1
"NY","M.D.","Physical Medicine and Rehabilitation",1
"WI","FNP","Nurse Practitioner",1
"CO","APRN-BC","Nurse Practitioner",1
"OK","ARNP","Nurse Practitioner",1
"NC","MD","Student in an Organized Health Care Education/Training Program",1
"VA","MD","General Surgery",1
"WI","OD","Optometry",0
"NY","M.D.","Gastroenterology",0
"PA","M.D.","Psychiatry",0
"FL","M.D.","Physical Medicine and Rehabilitation",1
"CA","","Dentist",1
"CA","NP","Nurse Practitioner",1
"NY","M.D.","Nephrology",1
"NY","RPA-C","Physician Assistant",1
"CA","M.D.","Psychiatry",1
"TX","MD","Family Practice",1
"IL","DDS","Dentist",1
"LA","MD","Cardiology",1
"CA","MD","Internal Medicine",1
"MD","OD","Optometry",0
"MO","MD","Emergency Medicine",1
"FL","PA","Physician Assistant",1
"WI","MD","Psychiatry",0
"AZ","M.D.","Gastroenterology",1
"TN","DDS","Dentist",0
"KY","ARNP","Nurse Practitioner",0
"DC","MD","Cardiology",1
"TX","DDS","Dentist",0
"GA","D.O.","Orthopedic Surgery",1
"IN","DPM","Podiatry",1
"OH","DO","Orthopedic Surgery",1
"OH","MD","Family Practice",0
"IL","PA-C","Physician Assistant",1
"FL","MD","Emergency Medicine",1
"TX","","Dentist",1
"MA","D.O.","Internal Medicine",0
"FL","MD","Anesthesiology",1
"CA","MD","Internal Medicine",0
"CA","D.D.S.","Dentist",0
"MO","D.O.","General Surgery",1
"TN","MD","Internal Medicine",1
"OH","M.D.","Orthopedic Surgery",1
"NY","DO","Psychiatry",0
"FL","M.D.","Student in an Organized Health Care Education/Training Program",0
"NY","M.D.","Physical Medicine and Rehabilitation",1
"SC","D.O.","Internal Medicine",1
"CA","M.D.","Internal Medicine",1
"AZ","PA","Physician Assistant",0
"MI","DDS MS","Dentist",1
"OH","D.D.S.","Dentist",1
"WI","M.D.","Student in an Organized Health Care Education/Training Program",0
"FL","D.O.","Neurology",0
"CA","M.D.","Dermatology",0
"IL","M.D., PH.D.","Internal Medicine",0
"TX","FNP","Nurse Practitioner",0
"MI","D.D.S.","Dentist",0
"UT","M.D.","Orthopedic Surgery",1
"TX","MD","Family Practice",1
"WI","MD","Family Practice",0
"PA","MD","Endocrinology",0
"CA","M.D.","General Practice",1
"TN","M.D.","Nephrology",0
"MA","MD","Rheumatology",1
"TN","PA-C","Physician Assistant",1
"PA","MD","Internal Medicine",1
"PA","M.D.","Hematology/Oncology",1
"PA","M.D.","General Surgery",1
"UT","APRN","Registered Nurse",0
"NC","","Internal Medicine",1
"CT","D.M.D.","Dentist",0
"MI","OD","Optometry",0
"NY","M.D.","Dermatology",0
"FL","MD","Gastroenterology",1
"NY","MD","Orthopedic Surgery",1
"CO","MD","Psychiatry & Neurology",1
"PA","PA-C","Physician Assistant",0
"NC","MD","Orthopedic Surgery",1
"GA","MD","Internal Medicine",1
"MN","M.D.","Family Practice",1
"FL","M.D.","Internal Medicine",1
"VA","MD","Family Practice",1
"AK","MD","Family Practice",0
"OH","MD","Hematology/Oncology",1
"MO","M.D.","Internal Medicine",1
"PA","PA-C","Physician Assistant",0
"RI","OD","Optometry",0
"PA","MD","Nephrology",0
"TX","O.D.","Optometry",0
"PA","D.O","Cardiology",0
"UT","D.M.D","Dentist",0
"HI","RN MSN CNM ARNP","Nurse Practitioner",1
"FL","MD","Gastroenterology",0
"CA","DDS","Dentist",1
"UT","MD","Urology",0
"FL","DMD","Dentist",1
"OK","OD","Optometry",0
"TN","MD","Family Practice",1
"NV","DMD","Dentist",0
